bit,ndummy,ndummy_effective,iters,rc5,miss_per_iter,seconds
20,83,85,2000000,1003907,0.501953500,
20,84,86,2000000,1003922,0.501961000,
20,85,87,2000000,1004632,0.502316000,
20,86,88,2000000,1004276,0.502138000,
20,87,89,2000000,1004609,0.502304500,
20,88,90,2000000,1003946,0.501973000,
20,89,91,2000000,1004140,0.502070000,
20,90,92,2000000,1004258,0.502129000,
20,91,93,2000000,1004847,0.502423500,
20,92,94,2000000,1004574,0.502287000,
20,93,95,2000000,1004707,0.502353500,
20,94,96,2000000,1003910,0.501955000,
20,95,97,2000000,1003427,0.501713500,
20,96,98,2000000,1003142,0.501571000,
20,97,99,2000000,1003007,0.501503500,
20,98,100,2000000,1002867,0.501433500,
20,99,101,2000000,1003046,0.501523000,
20,100,102,2000000,1003627,0.501813500,
21,65,67,2000000,4177,0.002088500,
21,66,68,2000000,4437,0.002218500,
21,67,69,2000000,4133,0.002066500,
21,68,70,2000000,4092,0.002046000,
21,69,71,2000000,4004,0.002002000,
21,70,72,2000000,4201,0.002100500,
21,71,73,2000000,3861,0.001930500,
21,72,74,2000000,3927,0.001963500,
21,73,75,2000000,4008,0.002004000,
21,74,76,2000000,4112,0.002056000,
21,75,77,2000000,4142,0.002071000,
21,76,78,2000000,4047,0.002023500,
21,77,79,2000000,3995,0.001997500,
21,78,80,2000000,1003652,0.501826000,
21,79,81,2000000,1003783,0.501891500,
21,80,82,2000000,1003665,0.501832500,
21,81,83,2000000,1004039,0.502019500,
21,82,84,2000000,1004066,0.502033000,
21,83,85,2000000,1004264,0.502132000,
21,84,86,2000000,1004571,0.502285500,
21,85,87,2000000,1004142,0.502071000,
21,86,88,2000000,1003828,0.501914000,
21,87,89,2000000,1004138,0.502069000,
21,88,90,2000000,1004557,0.502278500,
21,89,91,2000000,1004193,0.502096500,
21,90,92,2000000,1004160,0.502080000,
21,91,93,2000000,1004226,0.502113000,
21,92,94,2000000,1003378,0.501689000,
21,93,95,2000000,1004097,0.502048500,
21,94,96,2000000,1003611,0.501805500,
21,95,97,2000000,1003735,0.501867500,
21,96,98,2000000,1003015,0.501507500,
21,97,99,2000000,1003336,0.501668000,
21,98,100,2000000,1002989,0.501494500,
21,99,101,2000000,1003333,0.501666500,
21,100,102,2000000,1003308,0.501654000,
22,65,67,2000000,4151,0.002075500,
22,66,68,2000000,4090,0.002045000,
22,67,69,2000000,4029,0.002014500,
22,68,70,2000000,4038,0.002019000,
22,69,71,2000000,4041,0.002020500,
22,70,72,2000000,4019,0.002009500,
22,71,73,2000000,4056,0.002028000,
22,72,74,2000000,4079,0.002039500,
22,73,75,2000000,4113,0.002056500,
22,74,76,2000000,3960,0.001980000,
22,75,77,2000000,4274,0.002137000,
22,76,78,2000000,3865,0.001932500,
22,77,79,2000000,1004390,0.502195000,
22,78,80,2000000,1003467,0.501733500,
22,79,81,2000000,1003528,0.501764000,
22,80,82,2000000,1003438,0.501719000,
22,81,83,2000000,1004656,0.502328000,
22,82,84,2000000,1004564,0.502282000,
22,83,85,2000000,1004403,0.502201500,
22,84,86,2000000,1004054,0.502027000,
22,85,87,2000000,1003503,0.501751500,
22,86,88,2000000,1004329,0.502164500,
22,87,89,2000000,1004253,0.502126500,
22,88,90,2000000,1003570,0.501785000,
22,89,91,2000000,1003704,0.501852000,
22,90,92,2000000,1003644,0.501822000,
22,91,93,2000000,1003381,0.501690500,
22,92,94,2000000,1004035,0.502017500,
22,93,95,2000000,1003319,0.501659500,
22,94,96,2000000,1004737,0.502368500,
22,95,97,2000000,1002872,0.501436000,
22,96,98,2000000,1003369,0.501684500,
22,97,99,2000000,1003328,0.501664000,
22,98,100,2000000,1003614,0.501807000,
22,99,101,2000000,1003185,0.501592500,
22,100,102,2000000,1003245,0.501622500,
23,65,67,2000000,4163,0.002081500,
23,66,68,2000000,3931,0.001965500,
23,67,69,2000000,3953,0.001976500,
23,68,70,2000000,4018,0.002009000,
23,69,71,2000000,4103,0.002051500,
23,70,72,2000000,3999,0.001999500,
23,71,73,2000000,3993,0.001996500,
23,72,74,2000000,4107,0.002053500,
23,73,75,2000000,3925,0.001962500,
23,74,76,2000000,4049,0.002024500,
23,75,77,2000000,4091,0.002045500,
23,76,78,2000000,1003616,0.501808000,
23,77,79,2000000,1003634,0.501817000,
23,78,80,2000000,1004101,0.502050500,
23,79,81,2000000,1004149,0.502074500,
23,80,82,2000000,1004626,0.502313000,
23,81,83,2000000,1003235,0.501617500,
23,82,84,2000000,1004635,0.502317500,
23,83,85,2000000,1004558,0.502279000,
23,84,86,2000000,1004672,0.502336000,
23,85,87,2000000,1004290,0.502145000,
23,86,88,2000000,1003363,0.501681500,
23,87,89,2000000,1004245,0.502122500,
23,88,90,2000000,1004296,0.502148000,
23,89,91,2000000,1004214,0.502107000,
23,90,92,2000000,1003508,0.501754000,
23,91,93,2000000,1003884,0.501942000,
23,92,94,2000000,1004035,0.502017500,
23,93,95,2000000,1003726,0.501863000,
23,94,96,2000000,1003766,0.501883000,
23,95,97,2000000,1003296,0.501648000,
23,96,98,2000000,1002637,0.501318500,
23,97,99,2000000,1003308,0.501654000,
23,98,100,2000000,1003251,0.501625500,
23,99,101,2000000,1003231,0.501615500,
23,100,102,2000000,1003166,0.501583000,
24,65,67,2000000,4023,0.002011500,
24,66,68,2000000,4010,0.002005000,
24,67,69,2000000,4059,0.002029500,
24,68,70,2000000,3924,0.001962000,
24,69,71,2000000,4239,0.002119500,
24,70,72,2000000,3987,0.001993500,
24,71,73,2000000,4248,0.002124000,
24,72,74,2000000,4049,0.002024500,
24,73,75,2000000,3913,0.001956500,
24,74,76,2000000,5119,0.002559500,
24,75,77,2000000,1003626,0.501813000,
24,76,78,2000000,1004086,0.502043000,
24,77,79,2000000,1004392,0.502196000,
24,78,80,2000000,1004001,0.502000500,
24,79,81,2000000,1003367,0.501683500,
24,80,82,2000000,1003440,0.501720000,
24,81,83,2000000,1003639,0.501819500,
24,82,84,2000000,1003499,0.501749500,
24,83,85,2000000,1004527,0.502263500,
24,84,86,2000000,1003925,0.501962500,
24,85,87,2000000,1003407,0.501703500,
24,86,88,2000000,1003832,0.501916000,
24,87,89,2000000,1004139,0.502069500,
24,88,90,2000000,1003475,0.501737500,
24,89,91,2000000,1003903,0.501951500,
24,90,92,2000000,1004137,0.502068500,
24,91,93,2000000,1003727,0.501863500,
24,92,94,2000000,1003376,0.501688000,
24,93,95,2000000,1003828,0.501914000,
24,94,96,2000000,1004166,0.502083000,
24,95,97,2000000,1002887,0.501443500,
24,96,98,2000000,1003175,0.501587500,
24,97,99,2000000,1002937,0.501468500,
24,98,100,2000000,1003617,0.501808500,
24,99,101,2000000,1002672,0.501336000,
24,100,102,2000000,1003024,0.501512000,
25,65,67,2000000,4120,0.002060000,
25,66,68,2000000,3807,0.001903500,
25,67,69,2000000,4024,0.002012000,
25,68,70,2000000,4040,0.002020000,
25,69,71,2000000,4094,0.002047000,
25,70,72,2000000,3807,0.001903500,
25,71,73,2000000,4060,0.002030000,
25,72,74,2000000,5322,0.002661000,
25,73,75,2000000,4152,0.002076000,
25,74,76,2000000,1003576,0.501788000,
25,75,77,2000000,1004234,0.502117000,
25,76,78,2000000,1003894,0.501947000,
25,77,79,2000000,1004078,0.502039000,
25,78,80,2000000,1003711,0.501855500,
25,79,81,2000000,1003521,0.501760500,
25,80,82,2000000,1003592,0.501796000,
25,81,83,2000000,1004436,0.502218000,
25,82,84,2000000,1004716,0.502358000,
25,83,85,2000000,1004697,0.502348500,
25,84,86,2000000,1004012,0.502006000,
25,85,87,2000000,1003648,0.501824000,
25,86,88,2000000,1003450,0.501725000,
25,87,89,2000000,1004003,0.502001500,
25,88,90,2000000,1003448,0.501724000,
25,89,91,2000000,1003851,0.501925500,
25,90,92,2000000,1003671,0.501835500,
25,91,93,2000000,1003658,0.501829000,
25,92,94,2000000,1004743,0.502371500,
25,93,95,2000000,1004678,0.502339000,
25,94,96,2000000,1004327,0.502163500,
25,95,97,2000000,1002970,0.501485000,
25,96,98,2000000,1002847,0.501423500,
25,97,99,2000000,1003594,0.501797000,
25,98,100,2000000,1002855,0.501427500,
25,99,101,2000000,1003217,0.501608500,
25,100,102,2000000,1003051,0.501525500,
26,65,67,2000000,4246,0.002123000,
26,66,68,2000000,3942,0.001971000,
26,67,69,2000000,4078,0.002039000,
26,68,70,2000000,3914,0.001957000,
26,69,71,2000000,4166,0.002083000,
26,70,72,2000000,3807,0.001903500,
26,71,73,2000000,4261,0.002130500,
26,72,74,2000000,3953,0.001976500,
26,73,75,2000000,1003998,0.501999000,
26,74,76,2000000,1004578,0.502289000,
26,75,77,2000000,1004190,0.502095000,
26,76,78,2000000,1003687,0.501843500,
26,77,79,2000000,1004256,0.502128000,
26,78,80,2000000,1004268,0.502134000,
26,79,81,2000000,1004576,0.502288000,
26,80,82,2000000,1004632,0.502316000,
26,81,83,2000000,1004220,0.502110000,
26,82,84,2000000,1003992,0.501996000,
26,83,85,2000000,1003607,0.501803500,
26,84,86,2000000,1003978,0.501989000,
26,85,87,2000000,1003786,0.501893000,
26,86,88,2000000,1004541,0.502270500,
26,87,89,2000000,1004145,0.502072500,
26,88,90,2000000,1003706,0.501853000,
26,89,91,2000000,1003730,0.501865000,
26,90,92,2000000,1003731,0.501865500,
26,91,93,2000000,1003576,0.501788000,
26,92,94,2000000,1003969,0.501984500,
26,93,95,2000000,1004760,0.502380000,
26,94,96,2000000,1003729,0.501864500,
26,95,97,2000000,1003235,0.501617500,
26,96,98,2000000,1003149,0.501574500,
26,97,99,2000000,1003283,0.501641500,
26,98,100,2000000,1002667,0.501333500,
26,99,101,2000000,1002933,0.501466500,
26,100,102,2000000,1003048,0.501524000,
27,65,67,2000000,3992,0.001996000,
27,66,68,2000000,4048,0.002024000,
27,67,69,2000000,4062,0.002031000,
27,68,70,2000000,4057,0.002028500,
27,69,71,2000000,3928,0.001964000,
27,70,72,2000000,4133,0.002066500,
27,71,73,2000000,4118,0.002059000,
27,72,74,2000000,1004332,0.502166000,
27,73,75,2000000,1003489,0.501744500,
27,74,76,2000000,1003281,0.501640500,
27,75,77,2000000,1004601,0.502300500,
27,76,78,2000000,1003720,0.501860000,
27,77,79,2000000,1004588,0.502294000,
27,78,80,2000000,1004522,0.502261000,
27,79,81,2000000,1004052,0.502026000,
27,80,82,2000000,1003926,0.501963000,
27,81,83,2000000,1003560,0.501780000,
27,82,84,2000000,1004179,0.502089500,
27,83,85,2000000,1004341,0.502170500,
27,84,86,2000000,1003977,0.501988500,
27,85,87,2000000,1003414,0.501707000,
27,86,88,2000000,1003598,0.501799000,
27,87,89,2000000,1004230,0.502115000,
27,88,90,2000000,1004956,0.502478000,
27,89,91,2000000,1004505,0.502252500,
27,90,92,2000000,1004586,0.502293000,
27,91,93,2000000,1003750,0.501875000,
27,92,94,2000000,1004303,0.502151500,
27,93,95,2000000,1003552,0.501776000,
27,94,96,2000000,1003541,0.501770500,
27,95,97,2000000,1003319,0.501659500,
27,96,98,2000000,1003470,0.501735000,
27,97,99,2000000,1003318,0.501659000,
27,98,100,2000000,1003753,0.501876500,
27,99,101,2000000,1002874,0.501437000,
27,100,102,2000000,1003435,0.501717500,
28,65,67,2000000,4236,0.002118000,
28,66,68,2000000,4021,0.002010500,
28,67,69,2000000,4308,0.002154000,
28,68,70,2000000,3915,0.001957500,
28,69,71,2000000,4179,0.002089500,
28,70,72,2000000,4240,0.002120000,
28,71,73,2000000,1003479,0.501739500,
28,72,74,2000000,1003752,0.501876000,
28,73,75,2000000,1004099,0.502049500,
28,74,76,2000000,1003716,0.501858000,
28,75,77,2000000,1003554,0.501777000,
28,76,78,2000000,1003822,0.501911000,
28,77,79,2000000,1004686,0.502343000,
28,78,80,2000000,1003467,0.501733500,
28,79,81,2000000,1003731,0.501865500,
28,80,82,2000000,1004230,0.502115000,
28,81,83,2000000,1004577,0.502288500,
28,82,84,2000000,1003954,0.501977000,
28,83,85,2000000,1004059,0.502029500,
28,84,86,2000000,1004215,0.502107500,
28,85,87,2000000,1004204,0.502102000,
28,86,88,2000000,1004472,0.502236000,
28,87,89,2000000,1004039,0.502019500,
28,88,90,2000000,1004017,0.502008500,
28,89,91,2000000,1004101,0.502050500,
28,90,92,2000000,1003653,0.501826500,
28,91,93,2000000,1003756,0.501878000,
28,92,94,2000000,1003544,0.501772000,
28,93,95,2000000,1003374,0.501687000,
28,94,96,2000000,1004031,0.502015500,
28,95,97,2000000,1002806,0.501403000,
28,96,98,2000000,1003250,0.501625000,
28,97,99,2000000,1003069,0.501534500,
28,98,100,2000000,1002949,0.501474500,
28,99,101,2000000,1003313,0.501656500,
28,100,102,2000000,1003555,0.501777500,
29,65,67,2000000,4144,0.002072000,
29,66,68,2000000,4119,0.002059500,
29,67,69,2000000,3866,0.001933000,
29,68,70,2000000,3818,0.001909000,
29,69,71,2000000,4143,0.002071500,
29,70,72,2000000,1004062,0.502031000,
29,71,73,2000000,1004717,0.502358500,
29,72,74,2000000,1003807,0.501903500,
29,73,75,2000000,1004355,0.502177500,
29,74,76,2000000,1004503,0.502251500,
29,75,77,2000000,1004205,0.502102500,
29,76,78,2000000,1003681,0.501840500,
29,77,79,2000000,1004003,0.502001500,
29,78,80,2000000,1003842,0.501921000,
29,79,81,2000000,1003531,0.501765500,
29,80,82,2000000,1004754,0.502377000,
29,81,83,2000000,1004641,0.502320500,
29,82,84,2000000,1004847,0.502423500,
29,83,85,2000000,1004278,0.502139000,
29,84,86,2000000,1003906,0.501953000,
29,85,87,2000000,1004144,0.502072000,
29,86,88,2000000,1003472,0.501736000,
29,87,89,2000000,1004881,0.502440500,
29,88,90,2000000,1004296,0.502148000,
29,89,91,2000000,1003687,0.501843500,
29,90,92,2000000,1003769,0.501884500,
29,91,93,2000000,1004077,0.502038500,
29,92,94,2000000,1003777,0.501888500,
29,93,95,2000000,1004165,0.502082500,
29,94,96,2000000,1003969,0.501984500,
29,95,97,2000000,1003182,0.501591000,
29,96,98,2000000,1003415,0.501707500,
29,97,99,2000000,1003621,0.501810500,
29,98,100,2000000,1002774,0.501387000,
29,99,101,2000000,1002723,0.501361500,
29,100,102,2000000,1002967,0.501483500,
30,65,67,2000000,5165,0.002582500,
30,66,68,2000000,3874,0.001937000,
30,67,69,2000000,4013,0.002006500,
30,68,70,2000000,4129,0.002064500,
30,69,71,2000000,1003776,0.501888000,
30,70,72,2000000,1004295,0.502147500,
30,71,73,2000000,1003776,0.501888000,
30,72,74,2000000,1003753,0.501876500,
30,73,75,2000000,1004241,0.502120500,
30,74,76,2000000,1003840,0.501920000,
30,75,77,2000000,1004195,0.502097500,
30,76,78,2000000,1004626,0.502313000,
30,77,79,2000000,1004222,0.502111000,
30,78,80,2000000,1003674,0.501837000,
30,79,81,2000000,1003459,0.501729500,
30,80,82,2000000,1003564,0.501782000,
30,81,83,2000000,1004204,0.502102000,
30,82,84,2000000,1003607,0.501803500,
30,83,85,2000000,1004060,0.502030000,
30,84,86,2000000,1004357,0.502178500,
30,85,87,2000000,1003474,0.501737000,
30,86,88,2000000,1004102,0.502051000,
30,87,89,2000000,1004687,0.502343500,
30,88,90,2000000,1004060,0.502030000,
30,89,91,2000000,1004081,0.502040500,
30,90,92,2000000,1003227,0.501613500,
30,91,93,2000000,1003659,0.501829500,
30,92,94,2000000,1004209,0.502104500,
30,93,95,2000000,1004190,0.502095000,
30,94,96,2000000,1004514,0.502257000,
30,95,97,2000000,1003195,0.501597500,
30,96,98,2000000,1003525,0.501762500,
30,97,99,2000000,1003368,0.501684000,
30,98,100,2000000,1003455,0.501727500,
30,99,101,2000000,1002912,0.501456000,
30,100,102,2000000,1003513,0.501756500,
31,65,67,2000000,4130,0.002065000,
31,66,68,2000000,5300,0.002650000,
31,67,69,2000000,4114,0.002057000,
31,68,70,2000000,1004035,0.502017500,
31,69,71,2000000,1004001,0.502000500,
31,70,72,2000000,1003858,0.501929000,
31,71,73,2000000,1004268,0.502134000,
31,72,74,2000000,1004689,0.502344500,
31,73,75,2000000,1004755,0.502377500,
31,74,76,2000000,1003643,0.501821500,
31,75,77,2000000,1003706,0.501853000,
31,76,78,2000000,1004598,0.502299000,
31,77,79,2000000,1004648,0.502324000,
31,78,80,2000000,1003549,0.501774500,
31,79,81,2000000,1003519,0.501759500,
31,80,82,2000000,1003806,0.501903000,
31,81,83,2000000,1003594,0.501797000,
31,82,84,2000000,1003407,0.501703500,
31,83,85,2000000,1003839,0.501919500,
31,84,86,2000000,1004632,0.502316000,
31,85,87,2000000,1004765,0.502382500,
31,86,88,2000000,1003630,0.501815000,
31,87,89,2000000,1003636,0.501818000,
31,88,90,2000000,1003465,0.501732500,
31,89,91,2000000,1004623,0.502311500,
31,90,92,2000000,1004694,0.502347000,
31,91,93,2000000,1003649,0.501824500,
31,92,94,2000000,1004808,0.502404000,
31,93,95,2000000,1004597,0.502298500,
31,94,96,2000000,1004247,0.502123500,
31,95,97,2000000,1003372,0.501686000,
31,96,98,2000000,1003256,0.501628000,
31,97,99,2000000,1003324,0.501662000,
31,98,100,2000000,1003433,0.501716500,
31,99,101,2000000,1003420,0.501710000,
31,100,102,2000000,1003499,0.501749500,
